,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
14498,14499,X,O,0.05149649456143379,0,-1.0,-0.92,0.6
14748,14749,X,O,0.06206292659044266,0,-1.0,-0.932,0.6
14998,14999,X,O,0.06898476183414459,0,-1.0,-0.944,0.6
15248,15249,X,O,0.0762300193309784,0,-1.0,-0.888,0.6
15498,15499,X,O,0.06379277259111404,0,-1.0,-0.864,0.6
15748,15749,X,O,0.08744530379772186,0,-1.0,-0.976,0.6
15998,15999,X,O,0.06249011680483818,0,-1.0,-0.888,0.6
16248,16249,X,O,0.06498768925666809,0,-1.0,-0.924,0.6
16498,16499,X,O,0.07196071743965149,0,-1.0,-0.964,0.6
16748,16749,X,O,0.0750240683555603,0,-1.0,-0.944,0.6
16998,16999,X,O,0.06350547820329666,0,-1.0,-0.948,0.6
17248,17249,X,O,0.07969169318675995,0,-1.0,-0.992,0.6
17498,17499,X,O,0.10036759078502655,0,-1.0,-0.94,0.6
17748,17749,X,O,0.09260693192481995,0,-1.0,-0.84,0.6
17998,17999,X,O,0.0514485239982605,0,-1.0,-0.948,0.6
18248,18249,X,O,0.0856906846165657,0,-1.0,-0.976,0.6
18498,18499,X,O,0.04669906944036484,0,-1.0,-0.852,0.6
18748,18749,X,O,0.0529317632317543,0,-1.0,-0.904,0.6
18998,18999,X,O,0.07232549041509628,0,-1.0,-0.872,0.6
19248,19249,X,O,0.07751750946044922,0,-1.0,-0.908,0.6
19498,19499,X,O,0.05908295512199402,0,-1.0,-0.928,0.6
19748,19749,X,O,0.06745107471942902,0,-1.0,-0.932,0.6
19998,19999,X,O,0.0662863552570343,0,-1.0,-0.948,0.6
