,game,player_1,player_2,loss_1,loss_2,player_1_opt,player_1_rand,eps
748,749,X,O,0.059654273092746735,0,-1.0,-0.664,0.6
998,999,X,O,0.060687799006700516,0,-1.0,-0.744,0.6
1248,1249,X,O,0.07250463962554932,0,-1.0,-0.7,0.6
1498,1499,X,O,0.0704655796289444,0,-1.0,-0.744,0.6
1748,1749,X,O,0.0868903398513794,0,-1.0,-0.708,0.6
1998,1999,X,O,0.08670998364686966,0,-1.0,-0.744,0.6
2248,2249,X,O,0.07540223002433777,0,-1.0,-0.768,0.6
2498,2499,X,O,0.06954900920391083,0,-1.0,-0.644,0.6
2748,2749,X,O,0.06712958216667175,0,-1.0,-0.636,0.6
2998,2999,X,O,0.08313173800706863,0,-1.0,-0.628,0.6
3248,3249,X,O,0.08866637945175171,0,-1.0,-0.364,0.6
3498,3499,X,O,0.07457180321216583,0,-1.0,-0.384,0.6
3748,3749,X,O,0.09935250133275986,0,-1.0,-0.464,0.6
3998,3999,X,O,0.10368555039167404,0,-1.0,-0.38,0.6
4248,4249,X,O,0.09871385991573334,0,-1.0,-0.46,0.6
4498,4499,X,O,0.05655933916568756,0,-1.0,-0.48,0.6
4748,4749,X,O,0.08313942700624466,0,-1.0,-0.468,0.6
4998,4999,X,O,0.06742486357688904,0,-1.0,-0.66,0.6
5248,5249,X,O,0.12736770510673523,0,-1.0,-0.604,0.6
5498,5499,X,O,0.09087437391281128,0,-1.0,-0.528,0.6
5748,5749,X,O,0.0768541470170021,0,-1.0,-0.48,0.6
5998,5999,X,O,0.09068894386291504,0,-1.0,-0.6,0.6
6248,6249,X,O,0.04504230245947838,0,-1.0,-0.416,0.6
6498,6499,X,O,0.059262871742248535,0,-1.0,-0.42,0.6
6748,6749,X,O,0.09864453971385956,0,-1.0,-0.5,0.6
6998,6999,X,O,0.06806687265634537,0,-1.0,-0.44,0.6
7248,7249,X,O,0.05283478647470474,0,-1.0,-0.672,0.6
7498,7499,X,O,0.10442271828651428,0,-1.0,-0.748,0.6
7748,7749,X,O,0.10137304663658142,0,-1.0,-0.788,0.6
7998,7999,X,O,0.06242279335856438,0,-1.0,-0.656,0.6
8248,8249,X,O,0.09402064979076385,0,-1.0,-0.508,0.6
8498,8499,X,O,0.07878866791725159,0,-1.0,-0.704,0.6
8748,8749,X,O,0.05101470649242401,0,-1.0,-0.356,0.6
8998,8999,X,O,0.06286794692277908,0,-1.0,-0.816,0.6
9248,9249,X,O,0.11259642243385315,0,-1.0,-0.744,0.6
9498,9499,X,O,0.11274650692939758,0,-1.0,-0.768,0.6
9748,9749,X,O,0.04862143099308014,0,-1.0,-0.796,0.6
9998,9999,X,O,0.06825374066829681,0,-1.0,-0.76,0.6
10248,10249,X,O,0.0673980861902237,0,-1.0,-0.724,0.6
10498,10499,X,O,0.09210102260112762,0,-1.0,-0.688,0.6
10748,10749,X,O,0.0712621659040451,0,-1.0,-0.716,0.6
10998,10999,X,O,0.06074958294630051,0,-1.0,-0.744,0.6
11248,11249,X,O,0.09283134341239929,0,-1.0,-0.736,0.6
11498,11499,X,O,0.07529470324516296,0,-1.0,-0.82,0.6
11748,11749,X,O,0.08411489427089691,0,-1.0,-0.828,0.6
11998,11999,X,O,0.11176314949989319,0,-1.0,-0.644,0.6
12248,12249,X,O,0.08016280829906464,0,-1.0,-0.704,0.6
12498,12499,X,O,0.0608060285449028,0,-1.0,-0.792,0.6
12748,12749,X,O,0.07130535691976547,0,-1.0,-0.72,0.6
12998,12999,X,O,0.08078718185424805,0,-1.0,-0.776,0.6
13248,13249,X,O,0.050873756408691406,0,-1.0,-0.64,0.6
13498,13499,X,O,0.04831337183713913,0,-1.0,-0.78,0.6
13748,13749,X,O,0.07340274751186371,0,-1.0,-0.66,0.6
13998,13999,X,O,0.06899930536746979,0,-1.0,-0.812,0.6
14248,14249,X,O,0.06150965765118599,0,-1.0,-0.784,0.6
14498,14499,X,O,0.08711329102516174,0,-1.0,-0.748,0.6
14748,14749,X,O,0.1080973744392395,0,-1.0,-0.728,0.6
14998,14999,X,O,0.06634494662284851,0,-1.0,-0.884,0.6
15248,15249,X,O,0.0778738483786583,0,-1.0,-0.788,0.6
15498,15499,X,O,0.08407459408044815,0,-1.0,-0.884,0.6
15748,15749,X,O,0.08081187307834625,0,-1.0,-0.824,0.6
15998,15999,X,O,0.09299769997596741,0,-1.0,-0.832,0.6
16248,16249,X,O,0.08280646800994873,0,-1.0,-0.896,0.6
16498,16499,X,O,0.06304067373275757,0,-1.0,-0.736,0.6
16748,16749,X,O,0.06710882484912872,0,-1.0,-0.876,0.6
16998,16999,X,O,0.07722745835781097,0,-1.0,-0.792,0.6
17248,17249,X,O,0.06837441027164459,0,-1.0,-0.736,0.6
17498,17499,X,O,0.048187971115112305,0,-1.0,-0.768,0.6
17748,17749,X,O,0.06409896910190582,0,-1.0,-0.92,0.6
17998,17999,X,O,0.0739511251449585,0,-1.0,-0.852,0.6
18248,18249,X,O,0.05898892134428024,0,-1.0,-0.804,0.6
18498,18499,X,O,0.09263849258422852,0,-1.0,-0.764,0.6
18748,18749,X,O,0.07174196094274521,0,-1.0,-0.756,0.6
18998,18999,X,O,0.07520933449268341,0,-1.0,-0.676,0.6
19248,19249,X,O,0.053906671702861786,0,-1.0,-0.616,0.6
19498,19499,X,O,0.07065264135599136,0,-1.0,-0.824,0.6
19748,19749,X,O,0.05525156855583191,0,-1.0,-0.708,0.6
19998,19999,X,O,0.08183856308460236,0,-1.0,-0.72,0.6
248,249,X,O,0.030924629420042038,0,-1.0,-0.58,0.8
498,499,X,O,0.048763468861579895,0,-1.0,-0.908,0.8
748,749,X,O,0.032467637211084366,0,-1.0,-0.636,0.8
998,999,X,O,0.04389962926506996,0,-1.0,-0.408,0.8
1248,1249,X,O,0.04317759722471237,0,-1.0,-0.404,0.8
1498,1499,X,O,0.04282287135720253,0,-1.0,-0.152,0.8
1748,1749,X,O,0.06623932719230652,0,-1.0,-0.38,0.8
1998,1999,X,O,0.059157565236091614,0,-1.0,-0.804,0.8
2248,2249,X,O,0.08137685060501099,0,-1.0,-0.764,0.8
2498,2499,X,O,0.07216423004865646,0,-1.0,-0.472,0.8
2748,2749,X,O,0.051866963505744934,0,-1.0,-0.908,0.8
2998,2999,X,O,0.06508541107177734,0,-1.0,-0.492,0.8
3248,3249,X,O,0.06830714643001556,0,-1.0,-0.808,0.8
3498,3499,X,O,0.0822577252984047,0,-1.0,-0.444,0.8
3748,3749,X,O,0.06197505444288254,0,-1.0,-0.6,0.8
3998,3999,X,O,0.09356535971164703,0,-1.0,-0.712,0.8
4248,4249,X,O,0.0899856835603714,0,-1.0,-0.692,0.8
4498,4499,X,O,0.05760926008224487,0,-1.0,-0.82,0.8
4748,4749,X,O,0.08086901903152466,0,-1.0,-0.76,0.8
